id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
8.44368E+17,Rental unit in Boston · ★4.68 · 1 bedroom · 2 beds · 1 bath,Downtown,42.35102477,-71.06554789,Entire home/apt,124,29,44,4.78,1,13,44
8.45726E+17,Rental unit in Boston · ★5.0 · 3 bedrooms · 5 beds · 1 bath,Roslindale,42.289883,-71.1394402,Entire home/apt,227,2,30,3.27,1,158,30
8.46239E+17,Rental unit in Boston · Studio · 1 bed · 1 bath,Fenway,42.35063833,-71.09297187,Entire home/apt,327,1,0,,71,1,0
8.46243E+17,Rental unit in Boston · ★4.61 · 1 bedroom · 1 bed · 1 bath,Downtown,42.3504982,-71.06620026,Entire home/apt,139,5,51,5.98,71,341,51
8.46387E+17,Rental unit in Boston · 2 bedrooms · 2 beds · 2 baths,Roxbury,42.32665819,-71.08620404,Entire home/apt,190,91,0,,1,178,0
8.4645E+17,Townhouse in Boston · ★5.0 · 1 bedroom · 1 bed · 1 private bath,Jamaica Plain,42.31645422,-71.10062604,Private room,88,1,1,1,1,0,1
8.46872E+17,Rental unit in Boston · Studio · 1 bed · 1 bath,Fenway,42.3472723,-71.1013094,Entire home/apt,192,32,0,,339,230,0
8.46873E+17,Rental unit in Boston · 2 bedrooms · 2 beds · 1 bath,Fenway,42.3441154,-71.0995393,Entire home/apt,287,32,0,,339,329,0
8.46942E+17,Rental unit in Boston · ★4.59 · 4 bedrooms · 4 beds · 2 baths,Downtown,42.35546,-71.06294,Entire home/apt,316,3,29,3.92,71,319,29
8.4713E+17,Rental unit in Boston · ★5.0 · 2 bedrooms · 2 beds · 2 baths,South End,42.342633,-71.06311312,Entire home/apt,490,29,4,0.47,5,364,4
8.4719E+17,Condo in Boston · ★4.93 · 5 bedrooms · 7 beds · 2.5 baths,Jamaica Plain,42.29441805,-71.11594707,Entire home/apt,505,4,14,1.76,2,0,14
8.47226E+17,Condo in Boston · 7 bedrooms · 15 beds · 4 baths,Dorchester,42.32157555,-71.05702614,Entire home/apt,799,29,2,0.28,1,327,2
8.47347E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,South Boston,42.33136393,-71.05325525,Private room,44,29,2,0.28,52,356,2
8.47787E+17,Rental unit in Boston · ★4.82 · 3 bedrooms · 7 beds · 2 baths,East Boston,42.38600559,-71.00720617,Entire home/apt,137,29,43,5.06,77,0,43
8.47998E+17,Home in Boston · ★5.0 · 3 bedrooms · 6 beds · 2 baths,Mattapan,42.27900715,-71.09426341,Entire home/apt,450,2,9,1.84,1,166,9
8.48961E+17,Rental unit in Boston · ★4.13 · 1 bedroom · 1 bed · 1 bath,Brighton,42.35158,-71.16411,Private room,58,2,8,1.03,52,304,8
8.49234E+17,Rental unit in Boston · ★4.73 · 1 bedroom · 1 bed · 1 bath,Downtown,42.35884411,-71.05492076,Entire home/apt,193,1,50,5.75,72,0,50
8.49316E+17,Rental unit in Boston · ★4.79 · 1 bedroom · 1 bed · 1 bath,Bay Village,42.34974,-71.06737,Entire home/apt,126,29,39,4.32,71,297,39
8.49336E+17,Rental unit in Boston · ★4.64 · 1 bedroom · 1 bed · 1 bath,Downtown,42.35918177,-71.05380097,Entire home/apt,152,1,28,3.37,71,362,28
8.49959E+17,Rental unit in Boston · 2 bedrooms · 3 beds · 2 baths,Downtown,42.36625276,-71.06517902,Entire home/apt,750,29,1,0.16,10,359,1
8.50907E+17,Condo in Boston · ★4.91 · 1 bedroom · 2 beds · 1 bath,East Boston,42.37108,-71.03437,Entire home/apt,121,3,46,6.08,1,120,46
8.51605E+17,Rental unit in Boston · ★5.0 · 3 bedrooms · 6 beds · 1 bath,Dorchester,42.31121252,-71.06428633,Entire home/apt,258,2,5,0.85,1,318,5
8.51622E+17,Rental unit in Boston · ★4.93 · 3 bedrooms · 4 beds · 2 baths,South Boston,42.33647,-71.04719,Entire home/apt,338,2,45,6.25,1,0,45
8.51676E+17,Rental unit in Boston · ★4.93 · 2 bedrooms · 2 beds · 1 bath,Roslindale,42.28977908,-71.13581985,Entire home/apt,129,1,14,1.88,4,132,14
8.52167E+17,Rental unit in Boston · ★4.50 · 2 bedrooms · 3 beds · 2 baths,Jamaica Plain,42.32853,-71.11256,Entire home/apt,299,29,4,0.46,88,364,4
8.52953E+17,Hotel in Boston · Studio · 1 bed · 1 private bath,North End,42.367084,-71.05039,Hotel room,1017,1,0,,12,365,0
8.52953E+17,Hotel in Boston · Studio · 1 bed · 1 private bath,North End,42.367084,-71.05039,Hotel room,1017,1,0,,12,365,0
8.52963E+17,Hotel in Boston · Studio · 1 bed · 1 private bath,North End,42.367084,-71.05039,Hotel room,1017,1,0,,12,365,0
8.52967E+17,Hotel in Boston · Studio · 2 beds · 1 private bath,North End,42.367084,-71.05039,Hotel room,1017,1,0,,12,365,0
8.5297E+17,Hotel in Boston · 1 bedroom · 1 bed · 1 private bath,North End,42.367084,-71.05039,Hotel room,1159,1,0,,12,365,0
8.53001E+17,Hotel in Boston · 1 bedroom · 1 bed · 1 private bath,North End,42.367084,-71.05039,Hotel room,1017,1,0,,12,365,0
8.53001E+17,Hotel in Boston · Studio · 1 bed · 1 private bath,North End,42.367084,-71.05039,Hotel room,1017,1,0,,12,365,0
8.53001E+17,Hotel in Boston · 1 bedroom · 2 beds · 1 private bath,North End,42.367084,-71.05039,Hotel room,1017,1,0,,12,365,0
8.53001E+17,Hotel in Boston · 1 bedroom · 1 bed · 1 private bath,North End,42.367084,-71.05039,Hotel room,1017,1,0,,12,365,0
8.53002E+17,Hotel in Boston · Studio · 2 beds · 1 private bath,North End,42.367084,-71.05039,Hotel room,1017,1,0,,12,365,0
8.53002E+17,Hotel in Boston · Studio · 1 bed · 1 private bath,North End,42.367084,-71.05039,Hotel room,1017,1,0,,12,365,0
8.53152E+17,Rental unit in Boston · ★4.31 · 1 bedroom · 1 bed · 1 bath,East Boston,42.37535068,-71.03170236,Entire home/apt,,29,36,4.08,4,0,36
8.53392E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Fenway,42.3475057,-71.1010258,Entire home/apt,251,32,0,,339,78,0
8.5348E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Beacon Hill,42.35876438,-71.06911859,Entire home/apt,999,29,1,0.16,2,180,1
8.53529E+17,Hotel in Boston · 1 bedroom · 1 bed · 1 private bath,North End,42.367084,-71.05039,Hotel room,1017,1,0,,12,365,0
8.53597E+17,Rental unit in Boston · 5 bedrooms · 1 bed · 0 shared baths,Mission Hill,42.33301603,-71.10505224,Private room,58,91,0,,146,232,0
8.53597E+17,Rental unit in ROXBURY CROSSING · 3 bedrooms · 1 bed · 0 shared baths,Mission Hill,42.33033252,-71.10279899,Private room,64,91,0,,146,232,0
8.53664E+17,Rental unit in Boston · 3 bedrooms · 3 beds · 2 baths,Back Bay,42.34481,-71.08334,Entire home/apt,499,29,0,,88,365,0
8.53697E+17,Condo in Boston · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Fenway,42.34728547,-71.10381531,Private room,75,30,4,0.49,2,175,4
8.55178E+17,Rental unit in Boston · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,Mattapan,42.28312,-71.09187,Private room,91,1,28,5.12,1,0,28
8.5572E+17,Guest suite in Boston · 1 bedroom · 2 beds · 1 bath,Dorchester,42.30464,-71.08181,Entire home/apt,100,91,0,,1,364,0
8.57175E+17,Home in Boston · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.3140755,-71.0571589,Private room,45,29,2,0.31,3,347,2
8.57373E+17,Home in Boston · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,South Boston,42.3305506,-71.0581754,Private room,69,2,21,2.54,6,0,21
8.57569E+17,Rental unit in Boston · Studio · 1 bed · 1 bath,Back Bay,42.34750195,-71.08127336,Entire home/apt,299,30,0,,88,365,0
8.57856E+17,Home in Boston · ★New · 1 bedroom · 1 bed · 1 bath,Roslindale,42.27884209,-71.12983274,Entire home/apt,75,2,0,,1,331,0
8.58659E+17,Home in Boston · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Roslindale,42.29293349,-71.1356819,Entire home/apt,400,4,30,3.53,1,203,30
8.59566E+17,Home in Boston · ★4.80 · 3 bedrooms · 3 beds · 2 baths,East Boston,42.36971098,-71.04019015,Entire home/apt,310,2,20,3.08,1,135,20
8.60164E+17,Home in Boston · 4 bedrooms · 5 beds · 3 baths,Charlestown,42.37930141,-71.06538014,Entire home/apt,700,29,1,0.19,1,164,1
8.61332E+17,Rental unit in Boston · 2 bedrooms · 2 beds · 1 bath,Mission Hill,42.32992,-71.10433,Entire home/apt,150,32,0,,339,320,0
8.61596E+17,Rental unit in Boston · ★4.86 · 3 bedrooms · 3 beds · 2 baths,Dorchester,42.28368295,-71.07296703,Entire home/apt,479,1,22,2.74,5,361,22
8.61746E+17,Home in Boston · ★5.0 · 4 bedrooms · 7 beds · 2.5 baths,South Boston,42.3359355,-71.04609542,Entire home/apt,543,2,24,3.83,1,230,24
8.61789E+17,Condo in Boston · ★4.91 · 2 bedrooms · 2 beds · 1.5 baths,Roslindale,42.2786954,-71.1178624,Entire home/apt,197,3,22,3.32,1,151,22
8.62442E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Dorchester,42.31914891,-71.05435938,Entire home/apt,158,29,1,0.13,1,364,1
8.63274E+17,Rental unit in Boston · ★4.79 · 1 bedroom · 1 bed · 1.5 shared baths,Dorchester,42.30361841,-71.06450303,Private room,49,29,51,6.24,22,0,51
8.63764E+17,Rental unit in Boston · ★4.68 · 2 bedrooms · 2 beds · 1.5 baths,Dorchester,42.30945531,-71.05278631,Entire home/apt,91,1,41,4.92,77,339,41
8.63764E+17,Rental unit in Boston · ★4.62 · 2 bedrooms · 2 beds · 1.5 baths,Dorchester,42.31115,-71.05213,Entire home/apt,91,1,26,3.15,77,324,26
8.63764E+17,Rental unit in Boston · ★4.70 · 2 bedrooms · 2 beds · 1.5 baths,Dorchester,42.31142979,-71.0527523,Entire home/apt,100,1,32,3.76,77,0,32
8.63829E+17,Rental unit in Boston · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,Jamaica Plain,42.30589364,-71.10482562,Private room,61,29,3,0.43,1,8,3
8.63882E+17,Rental unit in Boston · ★4.80 · 1 bedroom · 1 bed · 1 bath,East Boston,42.37893657,-71.03518764,Entire home/apt,119,29,5,1.88,3,86,5
8.64022E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 private bath,Dorchester,42.28307,-71.07269,Private room,700,1,0,,5,364,0
8.64291E+17,Rental unit in Boston · ★4.79 · 2 bedrooms · 2 beds · 1 bath,Dorchester,42.28877,-71.05672,Entire home/apt,107,29,24,3.21,1,71,24
8.65065E+17,Home in Boston · ★4.84 · 5 bedrooms · 8 beds · 2 baths,Dorchester,42.30792252,-71.06957951,Entire home/apt,256,2,31,3.83,1,78,31
8.65212E+17,Bed and breakfast in Boston · ★4.99 · 1 bedroom · 1 bed · 1 private bath,Dorchester,42.292908,-71.0629855,Private room,77,1,75,9.15,3,0,75
8.65458E+17,Home in Boston · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,Jamaica Plain,42.32263153,-71.10684266,Private room,165,29,6,0.84,10,0,6
8.65492E+17,Home in Boston · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,Jamaica Plain,42.32426,-71.10649,Private room,134,29,7,0.85,10,104,7
8.65495E+17,Home in Boston · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Jamaica Plain,42.32406084,-71.10620077,Private room,115,29,5,0.78,10,89,5
8.65503E+17,Home in Boston · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,Jamaica Plain,42.32283188,-71.10689356,Private room,135,29,6,0.73,10,89,6
8.65786E+17,Condo in Boston · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,South End,42.34111233,-71.07471588,Private room,77,30,4,0.68,1,273,4
8.66575E+17,Rental unit in Boston · Studio · 1 bed · 1 bath,Fenway,42.34081347,-71.10125878,Entire home/apt,330,1,0,,71,0,0
8.66648E+17,Rental unit in Boston · 2 bedrooms · 4 beds · 1 bath,Brighton,42.34629089,-71.13905866,Entire home/apt,185,91,0,,1,365,0
8.67584E+17,Home in Boston · 1 bedroom · 1 bed · 1 bath,Dorchester,42.32136235,-71.05950817,Entire home/apt,97,31,0,,7,361,0
8.67617E+17,Rental unit in Boston · ★4.90 · 1 bedroom · 1 bed · 1.5 shared baths,Dorchester,42.3024549,-71.0649376,Private room,59,29,60,7.41,22,129,60
8.67973E+17,Rental unit in Boston · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,Dorchester,42.3024549,-71.0649376,Private room,59,29,53,6.54,22,190,53
8.67976E+17,Rental unit in Boston · ★4.97 · 1 bedroom · 1 bed · 1.5 shared baths,Dorchester,42.3024549,-71.0649376,Private room,59,29,39,6.13,22,164,39
8.68894E+17,Home in Boston · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,Brighton,42.3542989,-71.160643,Private room,112,29,30,3.96,3,0,30
8.691E+17,Rental unit in Boston · ★4.93 · 2 bedrooms · 2 beds · 1 bath,East Boston,42.3672321,-71.0383392,Entire home/apt,200,1,44,5.48,1,0,44
8.69665E+17,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.3177103,-71.05689193,Private room,65,30,3,0.44,2,363,3
8.70197E+17,Home in Boston · 1 bedroom · 1 bed · 1 bath,Dorchester,42.32121928,-71.05758895,Entire home/apt,97,30,1,0.26,7,365,1
8.709E+17,Rental unit in Boston · ★4.97 · 3 bedrooms · 4 beds · 2 baths,Allston,42.35089607,-71.1451402,Entire home/apt,500,2,30,4.27,1,0,30
8.7122E+17,Home in Boston · 1 bedroom · 1 bed · 1 shared bath,Allston,42.35951211,-71.12323502,Private room,79,29,1,0.15,1,34,1
8.72205E+17,Serviced apartment in Boston · 2 bedrooms · 3 beds · 2 baths,South Boston Waterfront,42.35366,-71.04548,Entire home/apt,299,30,0,,26,365,0
8.72334E+17,Home in Boston · ★5.0 · Studio · 1 bed · 1 bath,Dorchester,42.31936111,-71.05769352,Entire home/apt,104,31,3,0.44,7,364,3
8.72453E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Fenway,42.34737156,-71.10375806,Entire home/apt,145,91,0,,2,364,0
8.72681E+17,Rental unit in Boston · 1 bedroom · 2 beds · 1 private bath,Leather District,42.35064597,-71.05824233,Private room,81,91,0,,1,364,0
8.72961E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,South End,42.3439382,-71.0638329,Entire home/apt,233,32,0,,339,201,0
8.73076E+17,Rental unit in Boston · ★4.77 · 3 bedrooms · 3 beds · 2 baths,East Boston,42.37580751,-71.03601214,Entire home/apt,176,1,39,5.2,77,326,39
8.73109E+17,Rental unit in Boston · ★4.47 · 1 bedroom · 1 bed · 1 private bath,Dorchester,42.32559302,-71.06458681,Private room,99,29,19,2.73,2,179,19
8.73428E+17,Rental unit in Boston · 3 bedrooms · 4 beds · 2 baths,Dorchester,42.32482126,-71.0614789,Entire home/apt,244,29,0,,88,365,0
8.73477E+17,Home in Boston · ★4.95 · 1 bedroom · 1 bed · 1 bath,Dorchester,42.30334594,-71.07435094,Entire home/apt,137,1,37,9.02,1,0,37
8.73655E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,South End,42.3452369,-71.0639399,Entire home/apt,111,32,0,,339,365,0
8.73658E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,South Boston,42.3311374,-71.0469214,Entire home/apt,102,32,1,0.27,339,365,1
8.73911E+17,Rental unit in Boston · ★5.0 · 2 bedrooms · 3 beds · 2.5 baths,South End,42.3426862,-71.07805606,Entire home/apt,724,3,7,1.62,1,170,7
8.73943E+17,Rental unit in Boston · ★4.73 · 2 bedrooms · 5 beds · 2 baths,Jamaica Plain,42.32840875,-71.11112862,Entire home/apt,349,29,14,2.1,88,0,14
8.73955E+17,Rental unit in Boston · ★4.89 · 3 bedrooms · 3 beds · 2 baths,Back Bay,42.34395408,-71.08354012,Entire home/apt,499,29,18,2.5,88,192,18
8.74158E+17,Rental unit in Boston · ★5.0 · 1 bedroom · 2 beds · 1 bath,Brighton,42.3469948,-71.1452694,Entire home/apt,256,29,8,1.07,6,69,8
8.74695E+17,Home in Boston · ★4.70 · 4 bedrooms · 5 beds · 1.5 baths,Dorchester,42.31741288,-71.0531595,Entire home/apt,232,2,27,3.91,1,87,27
8.75617E+17,Condo in Boston · ★4.71 · 1 bedroom · 2 beds · 1 shared bath,Beacon Hill,42.36017771,-71.06564076,Private room,81,2,34,4.77,3,0,34
8.75622E+17,Condo in Boston · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,Beacon Hill,42.36003164,-71.06746992,Private room,60,2,45,6.08,3,282,45
8.75636E+17,Condo in Boston · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,Beacon Hill,42.35817368,-71.06559135,Shared room,40,2,32,4.34,3,340,32
8.75929E+17,Rental unit in Boston · ★4.90 · Studio · 1 bed · 1 bath,Fenway,42.35039487,-71.09370636,Entire home/apt,96,2,29,4.1,12,0,29
8.76342E+17,Rental unit in Boston · Studio · 1 bed · 1 bath,South End,42.34083,-71.0799,Entire home/apt,87,1,0,,34,365,0
8.76918E+17,Rental unit in Boston · ★4.63 · 2 bedrooms · 2 beds · 1 bath,East Boston,42.38038714,-71.02728811,Entire home/apt,149,29,16,2.31,2,171,16
8.76933E+17,Rental unit in Boston · ★5.0 · 2 bedrooms · 3 beds · 2 baths,South End,42.34593881,-71.06482733,Entire home/apt,275,29,8,1.2,88,364,8
8.76996E+17,Rental unit in Boston · ★4.94 · 1 bedroom · 2 beds · 1 bath,Brighton,42.3479569,-71.1451158,Entire home/apt,82,29,32,4.78,6,0,32
8.77498E+17,Home in Boston · 3 bedrooms · 2 beds · 2 baths,West Roxbury,42.29058966,-71.16475145,Entire home/apt,135,90,0,,1,89,0
8.78217E+17,Home in Boston · ★5.0 · 4 bedrooms · 6 beds · 3.5 baths,East Boston,42.36918249,-71.03915292,Entire home/apt,800,5,4,0.8,1,165,4
8.78795E+17,Home in Boston · ★4.98 · 3 bedrooms · 4 beds · 2.5 baths,Roxbury,42.33467152,-71.08334666,Entire home/apt,321,2,46,5.9,1,0,46
8.79147E+17,Rental unit in Boston · ★New · Studio · 1 bed · 1 bath,Mission Hill,42.33389135,-71.10644747,Entire home/apt,84,2,0,,16,92,0
8.79147E+17,Rental unit in Boston · ★4.92 · Studio · 1 bed · 1 bath,Mission Hill,42.33285,-71.10488,Entire home/apt,76,2,24,4.47,16,73,24
8.79329E+17,Home in Boston · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,Brighton,42.35366275,-71.15970959,Private room,112,29,30,4.11,3,321,30
8.79633E+17,Rental unit in Boston · ★5.0 · 2 bedrooms · 2 beds · 2 baths,South End,42.34410075,-71.06446559,Entire home/apt,400,29,3,0.43,5,359,3
8.81256E+17,Home in Boston · 4 bedrooms · 4 beds · 1.5 baths,Roslindale,42.29281338,-71.13442632,Entire home/apt,,3,1,0.16,1,0,1
8.82572E+17,Rental unit in Boston · 2 bedrooms · 2 beds · 1 bath,Charlestown,42.37208847,-71.06310995,Entire home/apt,135,29,1,0.18,3,272,1
8.82687E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Roxbury,42.3345718,-71.0784038,Entire home/apt,100,60,0,,74,167,0
8.82717E+17,Rental unit in Boston · 2 bedrooms · 3 beds · 2 baths,Downtown,42.35446104,-71.06227779,Entire home/apt,1100,29,0,,10,365,0
8.82729E+17,Rental unit in Boston · 2 bedrooms · 3 beds · 2.5 baths,Downtown,42.35662505,-71.05963425,Entire home/apt,1800,29,0,,10,365,0
8.82839E+17,Condo in Boston · 1 bedroom · 1 bed · 1 bath,South Boston,42.32950437,-71.05785239,Entire home/apt,115,1,0,,1,352,0
8.82852E+17,Rental unit in Boston · ★3.40 · 1 bedroom · 1 bed · 1 shared bath,Roxbury,42.33483,-71.07527,Private room,44,1,10,1.92,12,193,10
8.83552E+17,Home in Boston · 1 bedroom · 1 bed · 1 bath,Dorchester,42.31941974,-71.0579171,Entire home/apt,103,30,0,,7,364,0
8.83863E+17,Condo in Boston · ★4.76 · 1 bedroom · 1 bed · 1 bath,East Boston,42.37885437,-71.03192744,Entire home/apt,260,29,16,2.11,1,0,16
8.84004E+17,Rental unit in Boston · ★4.83 · 1 bedroom · 1 bed · 1 private bath,Charlestown,42.38184675,-71.07860014,Private room,129,29,6,0.84,2,197,6
8.84175E+17,Rental unit in Boston · ★5.0 · 2 bedrooms · 5 beds · 2 baths,South Boston Waterfront,42.34834424,-71.04350942,Entire home/apt,299,29,3,0.47,88,364,3
8.84672E+17,Rental unit in Boston · ★4.92 · 3 bedrooms · 3 beds · 1 bath,Dorchester,42.29561448,-71.08572695,Entire home/apt,195,3,38,5.3,1,167,38
8.85495E+17,Rental unit in Boston · 2 bedrooms · 3 beds · 2 baths,South Boston Waterfront,42.34810609,-71.04383557,Entire home/apt,325,29,0,,88,364,0
8.85648E+17,Home in Boston · 2 bedrooms · 2 beds · 1.5 baths,Jamaica Plain,42.31050631,-71.11619371,Entire home/apt,170,29,0,,1,191,0
8.86121E+17,Home in Boston · 1 bedroom · 1 bed · 1 bath,Dorchester,42.31940042,-71.05758102,Entire home/apt,90,29,1,0.37,8,365,1
8.86278E+17,Home in Boston · ★4.47 · 1 bedroom · 1 bed · 2 baths,East Boston,42.36791833,-71.0377198,Private room,,2,15,2.37,4,0,15
8.86282E+17,Home in Boston · ★5.0 · 3 bedrooms · 3 beds · 2 baths,Jamaica Plain,42.31444592,-71.09750649,Entire home/apt,250,2,4,0.64,1,357,4
8.86762E+17,Rental unit in Boston · Studio · 1 bed · 1 bath,Back Bay,42.348686,-71.0796433,Entire home/apt,134,32,0,,339,360,0
8.86762E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Back Bay,42.3481924,-71.0816562,Entire home/apt,203,32,0,,339,314,0
8.87652E+17,Rental unit in Boston · ★4.82 · 2 bedrooms · 3 beds · 1 bath,Dorchester,42.2905563,-71.0523528,Entire home/apt,178,3,33,4.65,1,45,33
8.87824E+17,Townhouse in Boston · ★4.86 · 6 bedrooms · 9 beds · 3.5 baths,Dorchester,42.31609,-71.05914,Entire home/apt,329,29,7,1.21,6,326,7
8.88999E+17,Rental unit in Boston · 1 bedroom · 1 bed · 0 shared baths,Mission Hill,42.33339,-71.10125,Private room,47,91,0,,146,231,0
8.89006E+17,Rental unit in Boston · 1 bedroom · 1 bed · 0 shared baths,North End,42.36455,-71.05426,Private room,72,91,0,,146,362,0
8.89006E+17,Rental unit in Boston · 1 bedroom · 1 bed · 0 shared baths,North End,42.36642,-71.05581,Private room,88,91,0,,146,321,0
8.89356E+17,Loft in Boston · 1 bedroom · 1 bed · 1 bath,Downtown,42.3507,-71.06544,Entire home/apt,104,29,1,0.15,52,270,1
8.89981E+17,Rental unit in Boston · ★5.0 · 2 bedrooms · 2 beds · 2 baths,Roxbury,42.33726387,-71.08354304,Entire home/apt,155,30,3,0.5,25,336,3
8.89988E+17,Rental unit in Boston · 2 bedrooms · 2 beds · 2 baths,Roxbury,42.33601382,-71.0839077,Entire home/apt,209,30,1,0.22,31,336,1
8.90809E+17,Home in Boston · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,Brighton,42.35666,-71.16563,Private room,69,1,18,3.12,1,246,18
8.91295E+17,Rental unit in Boston · 2 bedrooms · 3 beds · 2 baths,East Boston,42.3766504,-71.0346948,Entire home/apt,285,29,2,0.29,1,89,2
8.91353E+17,Home in Boston · 3 bedrooms · 10 beds · 2 baths,Allston,42.35923,-71.13542,Entire home/apt,900,29,0,,2,365,0
8.92196E+17,Rental unit in Boston · ★4.33 · 3 bedrooms · 7 beds · 2 baths,South Boston Waterfront,42.3496,-71.04379,Entire home/apt,299,29,3,0.47,88,364,3
8.92204E+17,Rental unit in Boston · 2 bedrooms · 5 beds · 2 baths,Brighton,42.36027368,-71.15060224,Entire home/apt,325,29,0,,88,365,0
8.92245E+17,Rental unit in Boston · ★5.0 · 2 bedrooms · 5 beds · 2 baths,Brighton,42.36032094,-71.14837357,Entire home/apt,299,29,3,0.44,88,365,3
8.92823E+17,Rental unit in Boston · ★5.0 · 2 bedrooms · 2 beds · 2 baths,East Boston,42.36601492,-71.03041349,Entire home/apt,250,2,8,2.76,1,165,8
8.93355E+17,Rental unit in Boston · ★4.71 · 2 bedrooms · 2 beds · 2 baths,Downtown,42.35758,-71.0556,Entire home/apt,200,1,24,3.56,72,298,24
8.93705E+17,Rental unit in Boston · ★5.0 · 2 bedrooms · 5 beds · 2 baths,Brighton,42.35924345,-71.15026073,Entire home/apt,399,29,3,0.45,88,364,3
8.93976E+17,Rental unit in Boston · ★4.40 · 4 bedrooms · 7 beds · 1 bath,East Boston,42.3772,-71.0234,Entire home/apt,398,29,5,0.71,5,338,5
8.9408E+17,Rental unit in Boston · 1 bedroom · 1 bed · 0 shared baths,Allston,42.35481092,-71.13201155,Private room,62,91,0,,146,362,0
8.9408E+17,Rental unit in Newton · 1 bedroom · 1 bed · 0 shared baths,Brighton,42.35329,-71.16824,Private room,74,91,0,,146,362,0
8.94257E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Roxbury,42.33543027,-71.07951024,Entire home/apt,105,29,1,0.51,74,22,1
8.94856E+17,Rental unit in Boston · 1 bedroom · 1 bed · 2 baths,Roxbury,42.3345718,-71.0784038,Private room,90,29,2,0.55,74,179,2
8.94907E+17,Condo in Boston · 3 bedrooms · 6 beds · 2 baths,Chinatown,42.35099,-71.06271,Entire home/apt,599,7,0,,9,328,0
8.95844E+17,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1 bath,East Boston,42.39006728,-71.0059777,Entire home/apt,189,3,4,0.81,1,358,4
8.95902E+17,Rental unit in Boston · ★4.87 · 1 bedroom · 2 beds · 1 bath,Fenway,42.34278252,-71.09812529,Entire home/apt,90,29,30,6.57,10,349,30
8.95903E+17,Rental unit in Boston · ★4.92 · 1 bedroom · 2 beds · 1 bath,Fenway,42.34259769,-71.10205616,Entire home/apt,88,29,48,8.09,10,359,48
8.9617E+17,Rental unit in Boston · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Roslindale,42.28593804,-71.14666343,Entire home/apt,175,29,4,0.66,1,176,4
8.96426E+17,Rental unit in Boston · ★4.67 · 2 bedrooms · 2 beds · 2 baths,South End,42.34401868,-71.06464307,Entire home/apt,380,29,3,0.48,5,364,3
8.96498E+17,Rental unit in Boston · 5 bedrooms · 4 beds · 2 baths,Hyde Park,42.25103653,-71.13272659,Entire home/apt,189,30,0,,7,364,0
8.96592E+17,Home in Boston · ★4.83 · 4 bedrooms · 5 beds · 1.5 baths,Dorchester,42.29754,-71.06719,Entire home/apt,325,3,6,1.08,1,163,6
8.97017E+17,Rental unit in Boston · 2 bedrooms · 2 beds · 1 bath,Downtown,42.35112,-71.06492,Entire home/apt,405,5,2,0.92,1,364,2
8.97224E+17,Home in Boston · 2 bedrooms · 2 beds · 1.5 baths,Dorchester,42.29501,-71.05324,Entire home/apt,92,91,0,,1,364,0
8.97373E+17,Rental unit in Boston · 2 bedrooms · 2 beds · 2 baths,South Boston,42.33997592,-71.05047286,Entire home/apt,399,29,2,0.34,88,251,2
8.97901E+17,Home in Boston · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,Roxbury,42.3150924,-71.085883,Private room,60,2,8,2.09,1,0,8
8.98508E+17,Home in Boston · 3 bedrooms · 3 beds · 1 bath,Allston,42.3515002,-71.1408802,Entire home/apt,170,30,1,0.38,4,331,1
