id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
52895996,Rental unit in Boston · ★4.69 · 4 bedrooms · 4 beds · 2 baths,Downtown,42.35530608,-71.06086876,Entire home/apt,394,1,29,3.48,64,302,29
52904633,Rental unit in Boston · ★4.78 · 1 bedroom · 1 bed · 2 shared baths,Brighton,42.36109,-71.14516,Private room,44,2,32,1.32,52,317,11
52919260,Home in Boston · ★4.78 · 6 bedrooms · 8 beds · 3 baths,Dorchester,42.31467,-71.05538,Entire home/apt,448,29,74,2.99,4,328,38
52922842,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Fenway,42.34321,-71.08696,Entire home/apt,165,30,0,,36,337,0
52928607,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,South End,42.33856,-71.06907,Entire home/apt,148,32,0,,339,365,0
52931524,Rental unit in Boston · 3 bedrooms · 1 bed · 0 shared baths,Allston,42.35000411,-71.135797,Private room,68,91,0,,146,231,0
53005757,Condo in Boston · ★4.86 · 3 bedrooms · 3 beds · 2.5 baths,South End,42.34574127,-71.07116699,Entire home/apt,377,1,87,5.71,1,0,64
53026499,Boutique hotel in Boston · ★4.70 · Studio · 1 bed · 1 bath,Back Bay,42.35087,-71.08365,Private room,120,2,57,2.21,19,313,40
53026691,Boutique hotel in Boston · ★4.33 · Studio · 1 bed · 1 bath,Back Bay,42.34994,-71.08552,Private room,151,2,6,0.28,19,296,2
53026920,Boutique hotel in Boston · Studio · 1 bed · 1 bath,Back Bay,42.34993,-71.08579,Private room,215,2,2,0.29,19,258,2
53027109,Boutique hotel in Boston · ★4.0 · Studio · 1 bed · 1 bath,Back Bay,42.34999,-71.08554,Private room,129,2,3,0.19,19,312,2
53027280,Boutique hotel in Boston · ★4.83 · 1 bedroom · 2 beds · 1 bath,Back Bay,42.35,-71.08573,Private room,184,2,29,1.14,19,302,12
53027387,Boutique hotel in Boston · ★4.14 · Studio · 1 bed · 1 bath,Back Bay,42.34947,-71.08357,Private room,123,2,7,0.34,19,308,5
53030044,Boutique hotel in Boston · ★5.0 · Studio · 1 bed · 1 bath,Back Bay,42.34935,-71.08364,Private room,121,2,4,0.16,19,194,3
53056956,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,South End,42.33764,-71.07248,Entire home/apt,177,32,0,,339,161,0
53056962,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,South End,42.3376389,-71.0724798,Entire home/apt,99,32,1,0.29,339,365,1
53062424,Condo in Boston · ★4.76 · 3 bedrooms · 3 beds · 2.5 baths,South End,42.3469,-71.07439,Entire home/apt,600,29,37,1.82,1,0,14
53079400,Rental unit in  East Boston · ★4.97 · 2 bedrooms · 2 beds · 2 baths,East Boston,42.38,-71.03206,Entire home/apt,,1,67,3.15,1,0,35
53090937,Boat in Boston · ★4.97 · 2 bedrooms · 3 beds · 2 baths,Charlestown,42.375179,-71.048897,Entire home/apt,200,29,89,3.45,1,302,38
53102896,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,West End,42.36497,-71.06887,Entire home/apt,107,32,0,,339,365,0
53102957,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,West End,42.36497,-71.06887,Entire home/apt,198,32,1,0.05,339,254,0
53105012,Rental unit in Boston · ★4.60 · Studio · 1 bed · 1 bath,South End,42.34272,-71.08011,Entire home/apt,116,1,5,0.19,34,365,1
53115918,Guest suite in Boston · ★4.83 · Studio · 1 bed · 1 bath,South Boston,42.3381,-71.04014,Entire home/apt,84,29,231,9.09,2,0,110
53123543,Rental unit in Boston · ★4.88 · 1 bedroom · 1 bed · 1 bath,Back Bay,42.34974,-71.08624,Entire home/apt,162,1,141,5.66,68,63,56
53124097,Rental unit in Boston · ★4.81 · Studio · 1 bed · 1 bath,Back Bay,42.34958,-71.08509,Entire home/apt,154,1,129,5.09,68,70,57
53124490,Rental unit in Boston · ★4.82 · 1 bedroom · 1 bed · 1 bath,Back Bay,42.34896,-71.08641,Entire home/apt,154,1,140,5.56,68,71,56
53125115,Rental unit in Boston · ★4.88 · 1 bedroom · 1 bed · 1 bath,Back Bay,42.34754,-71.08574,Entire home/apt,154,1,135,5.59,68,73,62
53126503,Rental unit in Boston · ★4.88 · Studio · 1 bed · 1 bath,Back Bay,42.35181,-71.08683,Entire home/apt,124,1,122,4.81,68,243,61
53131245,Rental unit in Boston · Studio · 1 bed · 1 bath,Back Bay,42.3527427,-71.078165,Entire home/apt,122,1,1,1,68,38,1
53135802,Rental unit in Boston · ★4.41 · 1 bedroom · 2 beds · 1 bath,Downtown,42.35166,-71.06533,Entire home/apt,104,29,100,3.99,77,312,46
53146859,Serviced apartment in Boston · ★4.78 · 1 bedroom · 1 bed · 1 bath,Downtown,42.35575,-71.05828,Entire home/apt,138,1,104,4.17,72,330,36
53148483,Serviced apartment in Boston · ★4.66 · 4 bedrooms · 4 beds · 2 baths,Downtown,42.35532046,-71.06090927,Entire home/apt,334,3,121,4.83,71,278,57
53174170,Rental unit in Boston · ★4.80 · 1 bedroom · 1 bed · 1 bath,Dorchester,42.31283,-71.07694,Entire home/apt,65,3,50,2.1,1,358,33
53179806,Rental unit in Boston · 2 bedrooms · 2 beds · 2 baths,West End,42.36455,-71.0687657,Entire home/apt,235,32,1,0.22,339,217,1
53184370,Rental unit in Boston · 1 bedroom · 1 bed · 2 shared baths,Dorchester,42.2875,-71.06909,Private room,72,91,0,,2,364,0
53185790,Home in Boston · ★4.97 · 4 bedrooms · 5 beds · 3.5 baths,South Boston,42.33483,-71.02683,Entire home/apt,995,2,36,1.71,1,45,9
53195225,Home in Boston · ★4.98 · 1 bedroom · 1 bed · 3 shared baths,Brighton,42.356388,-71.159355,Private room,49,1,94,3.76,3,14,41
53195495,Home in Boston · ★4.93 · 1 bedroom · 1 bed · 3 shared baths,Brighton,42.3478,-71.15407,Private room,50,1,144,5.65,1,0,61
53203873,Home in Boston · ★4.90 · 1 bedroom · 1 bed · 3 shared baths,Brighton,42.35753,-71.16012,Private room,49,1,49,2.04,3,0,8
53212625,Condo in Boston · ★4.72 · 1 bedroom · 1 bed · 1 bath,East Boston,42.36706,-71.03652,Entire home/apt,127,29,111,4.35,2,226,41
53215621,Condo in Boston · ★4.84 · 1 bedroom · 1 bed · 1 bath,East Boston,42.36796,-71.03876,Entire home/apt,148,29,154,6.03,2,172,55
53233645,Bed and breakfast in Boston · 1 bedroom · 1 bed · 1 shared bath,South End,42.34173,-71.07639,Private room,215,3,1,0.05,6,0,0
53238632,Rental unit in Boston · ★4.28 · 2 bedrooms · 2 beds · 1 bath,Downtown,42.35135,-71.0645,Entire home/apt,109,29,83,3.28,77,294,33
53255407,Rental unit in Boston · 5 bedrooms · 1 bed · 0 shared baths,Roxbury,42.32996687,-71.08894921,Private room,48,91,0,,146,211,0
53260512,Home in Boston · ★4.13 · 1 bedroom · 1 bed · 1.5 shared baths,East Boston,42.3777,-71.0358,Private room,63,1,126,5.21,3,34,66
53262933,Rental unit in Boston · 2 bedrooms · 3 beds · 2 baths,Fenway,42.34306,-71.10076,Entire home/apt,399,29,1,0.32,88,365,1
53263275,Rental unit in Boston · ★3.33 · 2 bedrooms · 3 beds · 2 baths,East Boston,42.36889,-71.04138,Entire home/apt,485,29,3,0.12,88,365,1
53276736,Condo in Boston · ★4.92 · 2 bedrooms · 3 beds · 1 bath,South End,42.34589,-71.07487,Entire home/apt,671,29,59,2.41,1,170,19
53307896,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Downtown,42.35119,-71.06402,Entire home/apt,216,32,0,,339,224,0
53307955,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Downtown,42.3511858,-71.064017,Entire home/apt,190,32,0,,339,308,0
53321922,Condo in Boston · ★4.67 · 3 bedrooms · 6 beds · 2 baths,Roslindale,42.29041672,-71.13647461,Entire home/apt,172,1,43,1.73,4,150,22
53335582,Rental unit in Boston · ★4.78 · 1 bedroom · 1 bed · 1 bath,Downtown,42.353,-71.06305,Entire home/apt,90,29,137,5.42,10,0,72
53357953,Condo in Boston · ★4.85 · 3 bedrooms · 7 beds · 1.5 baths,Roslindale,42.29041672,-71.13647461,Entire home/apt,185,1,41,2.21,4,138,20
53358922,Home in Boston · ★4.39 · 1 bedroom · 1 bed · 1.5 shared baths,East Boston,42.3764,-71.03553,Private room,69,1,118,4.8,3,0,53
53364682,Rental unit in Boston · ★4.58 · 2 bedrooms · 3 beds · 2 baths,Downtown,42.36508,-71.06137,Entire home/apt,528,29,25,1.15,88,0,22
53378837,Rental unit in Boston · ★4.39 · 2 bedrooms · 1 bed · 1 bath,Downtown,42.35296,-71.06342,Entire home/apt,138,29,137,5.66,77,286,69
53394270,Townhouse in Boston · ★5.0 · 4 bedrooms · 4 beds · 5 baths,Beacon Hill,42.359943,-71.063461,Entire home/apt,950,4,30,1.43,1,0,18
53426313,Rental unit in Boston · Studio · 1 bed · 1 bath,South Boston Waterfront,42.351397,-71.043191,Entire home/apt,,32,0,,339,0,0
53428804,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Downtown,42.35119,-71.06402,Entire home/apt,226,32,1,0.11,339,320,1
53462366,Rental unit in Boston · ★4.79 · 1 bedroom · 1 bed · 1 bath,Downtown,42.34997,-71.06523,Entire home/apt,120,1,186,7.41,2,288,98
53463603,Home in Boston · ★4.87 · 2 bedrooms · 4 beds · 1.5 baths,East Boston,42.37798,-71.03817,Entire home/apt,215,2,88,4.93,2,0,57
53471426,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Downtown,42.3511858,-71.064017,Entire home/apt,218,32,1,0.06,339,288,0
53477851,Rental unit in Boston · ★3.67 · 2 bedrooms · 4 beds · 1 bath,Brighton,42.33848,-71.15228,Entire home/apt,131,30,3,0.15,27,288,0
53482062,Rental unit in Boston · ★4.25 · 1 bedroom · 2 beds · 1 bath,Beacon Hill,42.35851291,-71.06755095,Entire home/apt,65,29,4,0.2,48,197,3
53508014,Home in Boston · ★4.74 · 4 bedrooms · 4 beds · 3 baths,Roxbury,42.31848,-71.0729,Entire home/apt,180,1,112,4.51,1,256,55
53511250,Rental unit in Boston · ★4.86 · 2 bedrooms · 2 beds · 1 bath,Dorchester,42.280727,-71.074799,Entire home/apt,138,29,7,0.29,1,337,0
53512907,Rental unit in Boston · ★4.76 · Studio · 1 bed · 1 bath,South End,42.3405,-71.07588,Entire home/apt,80,1,88,3.58,68,66,42
53513507,Rental unit in Boston · ★4.56 · 1 bedroom · 1 bed · 1 bath,Fenway,42.348,-71.10157,Entire home/apt,199,29,9,0.37,10,365,0
53527110,Townhouse in Boston · ★4.68 · 1 bedroom · 1 bed · 1 bath,South Boston,42.33379,-71.03139,Entire home/apt,137,29,28,1.15,5,0,1
53541620,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Downtown,42.35119,-71.06402,Entire home/apt,274,32,0,,339,106,0
53555832,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1 private bath,East Boston,42.37813,-71.03303,Private room,60,29,5,0.41,3,237,5
53558400,Condo in Boston · ★New · 2 bedrooms · 2 beds · 1 bath,Dorchester,42.28128349,-71.05772779,Entire home/apt,200,2,0,,1,19,0
53572353,Rental unit in Boston · ★4.91 · 4 bedrooms · 4 beds · 1 bath,Dorchester,42.32321,-71.06031,Entire home/apt,205,29,77,3.74,1,178,49
53574233,Bed and breakfast in Boston · ★New · 1 bedroom · 1 bed · 1 bath,Jamaica Plain,42.3260218,-71.1050784,Private room,43,30,0,,2,61,0
53574243,Bed and breakfast in Boston · 1 bedroom · 1 bed · 1 shared bath,Jamaica Plain,42.32484,-71.10463,Private room,45,30,0,,2,30,0
53602315,Rental unit in Boston · Studio · 1 bed · 1 bath,Downtown,42.365947,-71.063473,Entire home/apt,227,32,1,0.68,339,346,1
53628586,Home in Boston · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,Roxbury,42.32269,-71.09473,Private room,86,29,28,2,6,179,23
53631121,Rental unit in Boston · ★4.55 · 2 bedrooms · 4 beds · 1 bath,Dorchester,42.29735,-71.08051,Entire home/apt,94,1,60,2.43,77,327,13
53631431,Rental unit in Boston · ★4.67 · 2 bedrooms · 4 beds · 1 bath,Dorchester,42.29797,-71.08031,Entire home/apt,115,1,69,2.87,77,325,26
53631585,Rental unit in Boston · ★4.70 · 2 bedrooms · 4 beds · 1 bath,Dorchester,42.29725,-71.08227,Entire home/apt,90,1,83,3.38,77,343,46
53677607,Rental unit in Boston · ★4.0 · 1 bedroom · 1 bed · 1 bath,Bay Village,42.34898,-71.06901,Entire home/apt,88,2,28,1.23,35,348,16
53688867,Rental unit in Boston · ★4.80 · 2 bedrooms · 2 beds · 1 bath,Allston,42.36,-71.12897,Entire home/apt,355,29,10,0.42,1,0,0
53699018,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,West End,42.36455,-71.06877,Entire home/apt,188,32,0,,339,261,0
53699031,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,West End,42.364968,-71.06887,Entire home/apt,117,32,1,0.06,339,365,0
53702666,Home in Boston · ★4.94 · 3 bedrooms · 6 beds · 2 baths,North End,42.36498,-71.05327,Entire home/apt,850,2,53,3.46,1,0,43
53733454,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,South Boston Waterfront,42.351397,-71.043191,Entire home/apt,203,32,0,,339,185,0
53733834,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,South Boston Waterfront,42.351397,-71.043191,Entire home/apt,167,32,0,,339,331,0
53739617,Rental unit in Boston · ★5.0 · 2 bedrooms · 3 beds · 2 baths,Downtown,42.3671,-71.06256,Entire home/apt,422,29,6,0.31,10,358,2
53756737,Guest suite in Boston · ★4.93 · 1 bedroom · 1 bed · 1 bath,Jamaica Plain,42.30486,-71.12977,Entire home/apt,150,2,61,2.52,1,79,29
53772385,Rental unit in Boston · ★4.72 · 3 bedrooms · 4 beds · 1 bath,Dorchester,42.29712,-71.06205,Entire home/apt,277,1,61,2.53,2,180,16
53774907,Rental unit in Boston · ★4.03 · 1 bedroom · 1 bed · 1 bath,Downtown,42.35526,-71.06112,Entire home/apt,98,2,34,1.42,12,361,16
53775571,Rental unit in Boston · ★4.0 · 1 bedroom · 1 bed · 1 bath,Downtown,42.35597,-71.06113,Entire home/apt,98,1,50,2.07,12,365,18
53775865,Rental unit in Boston · ★4.29 · 1 bedroom · 1 bed · 1 bath,Downtown,42.35397,-71.06284,Entire home/apt,101,2,82,3.36,12,0,33
53785663,Rental unit in Boston · ★4.42 · 1 bedroom · 1 bed · 1 bath,Downtown,42.35398,-71.06298,Entire home/apt,98,2,74,3.1,12,365,25
53787344,Rental unit in Boston · ★4.19 · 1 bedroom · 2 beds · 1 bath,Downtown,42.35621,-71.06153,Entire home/apt,103,2,54,2.43,12,316,16
53801849,Rental unit in Boston · ★4.32 · 1 bedroom · 1 bed · 1 bath,Downtown,42.35385,-71.06316,Entire home/apt,101,2,53,2.31,12,357,23
53807625,Rental unit in Boston · 1 bedroom · 1 bed · 0 shared baths,Allston,42.3547,-71.1317,Private room,59,91,0,,146,108,0
53840064,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,South End,42.3376389,-71.0724798,Entire home/apt,109,32,0,,339,364,0
53873611,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Downtown,42.3511858,-71.064017,Entire home/apt,195,32,0,,339,291,0
53893204,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,East Boston,42.3798,-71.03361,Private room,53,29,3,0.17,3,282,2
53898789,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Downtown,42.35919211,-71.06117818,Entire home/apt,100,91,0,,9,344,0
53899025,Condo in Boston · ★4.94 · 2 bedrooms · 2 beds · 2 baths,East Boston,42.36662,-71.03784,Entire home/apt,350,29,16,0.73,2,24,7
53914758,Rental unit in Boston · Studio · 1 bed · 1 bath,South End,42.34621,-71.06301,Entire home/apt,167,32,0,,339,316,0
53932819,Rental unit in Boston · Studio · 1 bed · 1 bath,South End,42.3449917,-71.063499,Entire home/apt,171,32,0,,339,291,0
53964554,Rental unit in Boston · Studio · 1 bed · 1 bath,South End,42.34621,-71.06301,Entire home/apt,182,32,0,,339,199,0
53971958,Rental unit in Boston · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.29675,-71.08224,Private room,48,91,1,0.08,6,345,1
53992722,casa particular in Boston · ★4.79 · 1 bedroom · 1 bed · 1 bath,Hyde Park,42.27124,-71.10898,Entire home/apt,90,29,14,0.75,2,292,5
54012247,Home in Boston · ★4.82 · 5 bedrooms · 6 beds · 2.5 baths,Mattapan,42.27724,-71.07475,Entire home/apt,493,4,11,0.52,1,255,6
54047272,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Back Bay,42.35118,-71.08697,Entire home/apt,186,32,1,1,339,261,1
54051307,Rental unit in Boston · 2 bedrooms · 3 beds · 1 bath,Brighton,42.3405,-71.15032,Entire home/apt,122,30,1,0.23,27,340,1
54051626,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Dorchester,42.32318,-71.06123,Private room,52,30,1,0.04,27,326,0
54052472,Condo in Boston · 5 bedrooms · 7 beds · 2 baths,Mission Hill,42.33182,-71.11009,Entire home/apt,218,30,2,0.27,27,346,2
54133693,Rental unit in Boston · 1 bedroom · 1 bed · 0 shared baths,Roxbury,42.32873,-71.08861,Private room,54,91,0,,146,232,0
54146486,Home in Boston · ★4.87 · 5 bedrooms · 8 beds · 2.5 baths,Roslindale,42.28212,-71.11362,Entire home/apt,264,29,62,2.8,5,45,4
54159081,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,South Boston Waterfront,42.351397,-71.043191,Entire home/apt,135,32,0,,339,365,0
54159310,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Downtown,42.35892,-71.05416,Entire home/apt,177,32,0,,339,329,0
54232345,Rental unit in Boston · ★4.16 · 1 bedroom · 1 bed · 1 bath,South End,42.34738,-71.07076,Entire home/apt,76,2,18,0.81,35,0,12
54246555,Rental unit in Boston · ★4.89 · 3 bedrooms · 3 beds · 1 bath,Dorchester,42.30718,-71.07884,Entire home/apt,169,3,71,3.27,1,318,44
54261439,casa particular in Boston · ★4.70 · 2 bedrooms · 2 beds · 1 private bath,Hyde Park,42.27159,-71.10932,Private room,100,10,10,0.49,2,364,6
54263761,Home in Boston · ★New · 1 bedroom · 2 beds · 1 bath,Dorchester,42.30050274,-71.08393977,Entire home/apt,79,4,0,,13,76,0
54263774,Rental unit in Boston · ★4.48 · 1 bedroom · 2 beds · 1 bath,Dorchester,42.30013,-71.0857,Entire home/apt,69,29,25,1.13,13,90,9
54266328,Rental unit in Boston · Studio · 1 bed · 1 bath,South End,42.34213,-71.08059,Entire home/apt,213,14,0,,34,365,0
54278398,Rental unit in Boston · ★4.75 · Studio · 1 bed · 1 bath,South End,42.34264,-71.07674,Entire home/apt,77,1,111,5.09,68,50,48
54289419,Rental unit in Boston · ★4.67 · 2 bedrooms · 2 beds · 2 baths,Beacon Hill,42.35827,-71.06981,Entire home/apt,699,29,6,0.26,3,365,1
54314982,Townhouse in Boston · ★4.78 · 3 bedrooms · 6 beds · 2.5 baths,Roslindale,42.28855,-71.12083,Entire home/apt,300,29,40,1.96,1,261,20
54339966,Rental unit in Boston · ★4.42 · 1 bedroom · 1 bed · 1 bath,Bay Village,42.34944,-71.06868,Entire home/apt,58,3,72,3.2,35,313,32
54356548,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Beacon Hill,42.36016,-71.06985,Entire home/apt,189,32,0,,3,365,0
54368337,Home in Boston · ★4.95 · 3 bedrooms · 3 beds · 2 baths,West Roxbury,42.29072,-71.16207,Entire home/apt,318,29,54,2.42,1,0,30
54384369,Serviced apartment in Boston · ★5.0 · Studio · 1 bed · 1 bath,South Boston Waterfront,42.35095,-71.04491,Entire home/apt,189,29,5,0.25,17,0,4
54384571,Rental unit in Boston · ★4.74 · 1 bedroom · 2 beds · 1 bath,Back Bay,42.34977,-71.08612,Entire home/apt,189,1,37,1.83,74,0,19
54392466,Rental unit in Boston · ★4.96 · 3 bedrooms · 3 beds · 2 baths,Dorchester,42.28784,-71.06787,Entire home/apt,225,2,28,1.65,4,218,25
54399424,Rental unit in Boston · Studio · 1 bed · 1 bath,South End,42.34219,-71.07872,Entire home/apt,291,14,0,,34,357,0
54399467,Rental unit in Boston · Studio · 1 bed · 1 bath,South End,42.34218,-71.07845,Entire home/apt,226,14,1,0.36,34,360,1
54399802,Rental unit in Boston · ★4.59 · 1 bedroom · 1 bed · 1 bath,South End,42.34749,-71.07047,Entire home/apt,87,2,44,2.04,35,304,10
5.13711E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Fenway,42.34877,-71.09397,Entire home/apt,129,180,1,0.06,1,179,0
5.35537E+17,Rental unit in Boston · Studio · 1 bed · 1 bath,Beacon Hill,42.3569,-71.07203,Entire home/apt,200,217,0,,1,112,0
5.39377E+17,Loft in Boston · 1 bedroom · 1 bed · 1 shared bath,Roxbury,42.32162,-71.07447,Private room,150,92,0,,1,365,0
5.42467E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Back Bay,42.34863,-71.07409,Entire home/apt,230,32,1,0.09,339,301,1
5.4338E+17,Rental unit in Boston · 1 bedroom · 1 bed · 0 shared baths,Jamaica Plain,42.31502,-71.0994,Private room,55,91,0,,146,232,0
5.43436E+17,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,South End,42.3385573,-71.0690708,Entire home/apt,120,32,1,0.11,339,365,1
5.44684E+17,Rental unit in Boston · Studio · 1 bed · 1 bath,Back Bay,42.35118,-71.08697,Entire home/apt,148,32,0,,339,230,0
5.44687E+17,Rental unit in Boston · Studio · 1 bed · 1 bath,Back Bay,42.35118,-71.08697,Entire home/apt,147,32,0,,339,147,0
5.44751E+17,Home in Boston · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,Allston,42.35841,-71.12858,Private room,75,91,3,0.24,9,270,2
5.46354E+17,Rental unit in Boston · ★4.67 · 4 bedrooms · 4 beds · 1 bath,Dorchester,42.30401,-71.07164,Entire home/apt,400,29,24,1.25,1,364,11
